Site_Type,Site_Code,Genus_Code,Species_Code,Cultivar_Code,Species_Latin,Species_Common,Native_SLL,Native_ETF,Invasive,Latitude,Longitude,DBH
P,P5,GY,GYDI,GYDI,Gymnocladus Dioicus,Kentucky Coffee Tree,N,Y,N,45.461961,-73.645647,13.4
P,P5,JU,JUNI,JUNI,Juglans Nigra,Eastern Black Walnut,Y,Y,N,45.461609,-73.647149,14
P,P5,PI,PIAB,PIAB,Picea Abies,Norway Spruce,N,N,N,45.462759,-73.646148,14
P,P5,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.4605805,-73.6465612,14.1
P,P5,GY,GYDI,GYDI,Gymnocladus Dioicus,Kentucky Coffee Tree,N,Y,N,45.461329,-73.647581,14.5
P,P5,PI,PIAB,PIAB,Picea Abies,Norway Spruce,N,N,N,45.462353,-73.64633,14.9
P,P5,AC,ACTA,ACTA,Acer Tataricum,Tatarian Maple,N,N,N,45.46249,-73.646853,15
P,P5,CE,CEOC,CEOC,Celtis Occidentalis,Common Hackberry,Y,Y,N,45.4610085,-73.6445606,15.1
P,P5,JU,JUNI,JUNI,Juglans Nigra,Eastern Black Walnut,Y,Y,N,45.461824,-73.646847,15.1
P,P5,MA,MABA,MABA,Malus Baccata,Crab Apple,N,N,N,45.460509,-73.646428,15.2
P,P5,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.4608603,-73.6465257,15.2
P,P5,JU,JUNI,JUNI,Juglans Nigra,Eastern Black Walnut,Y,Y,N,45.461853,-73.646992,15.2
P,P5,JU,JUNI,JUNI,Juglans Nigra,Eastern Black Walnut,Y,Y,N,45.461468,-73.647185,15.3
P,P5,GI,GIBI,GIBI,Ginkgo Biloba,Maidenhair Tree,N,N,N,45.462255,-73.644357,15.3
P,P5,MA,MABA,MABA,Malus Baccata,Crab Apple,N,N,N,45.460551,-73.646459,15.6
P,P5,UL,ULAM,ULAM,Ulmus Americana,American Elm,Y,Y,N,45.4608145,-73.6460734,15.7
P,P5,PI,PIRU,PIRU,Picea Rubens,Red Spruce,Y,Y,N,45.462054,-73.6470531,15.7
P,P5,MA,MABA,MABARH,Malus Baccata 'Rosthern',Crab Apple,N,N,N,45.460537,-73.646303,15.9
P,P5,MA,MABA,MABA,Malus Baccata,Crab Apple,N,N,N,45.460548,-73.646536,15.9
P,P5,FR,FRPE,FRPE,Fraxinus Pennsylvanica,Red Ash,Y,Y,N,45.4609156,-73.6475335,15.9
P,P5,AC,ACSA,ACSA,Acer Saccharinum,Silver Maple,Y,Y,N,45.461435,-73.647339,16
P,P5,PI,PIAB,PIAB,Picea Abies,Norway Spruce,N,N,N,45.462699,-73.646228,16
P,P5,VI,VILE,VILE,Viburnum Lentago,Nannyberry,Y,Y,N,45.4609424,-73.6463963,16.1
P,P5,AC,ACSA,ACSA,Acer Saccharinum,Silver Maple,Y,Y,N,45.461515,-73.647316,16.1
P,P5,MA,MABA,MABA,Malus Baccata,Crab Apple,N,N,N,45.460583,-73.646336,16.2
P,P5,MA,MABA,MABA,Malus Baccata,Crab Apple,N,N,N,45.460695,-73.64652,16.4
P,P5,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.4605088,-73.6463882,16.5
P,P5,VI,VILE,VILE,Viburnum Lentago,Nannyberry,Y,Y,N,45.4608653,-73.6462216,16.6
P,P5,CE,CEOC,CEOC,Celtis Occidentalis,Common Hackberry,Y,Y,N,45.4610137,-73.6445617,16.6
P,P5,PI,PIAB,PIAB,Picea Abies,Norway Spruce,N,N,N,45.462304,-73.646475,16.8
P,P5,MA,MABA,MABA,Malus Baccata,Crab Apple,N,N,N,45.460649,-73.646513,16.9
P,P5,GY,GYDI,GYDI,Gymnocladus Dioicus,Kentucky Coffee Tree,N,Y,N,45.461334,-73.647737,17
P,P5,CG,CGPU,CGPU,Crataegus Punctata,Dotted Hawthorn,Y,Y,N,45.462918,-73.646304,17
P,P5,VI,VILE,VILE,Viburnum Lentago,Nannyberry,Y,Y,N,45.4608382,-73.6461505,17.1
P,P5,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.4607719,-73.6460955,17.2
P,P5,VI,VILE,VILE,Viburnum Lentago,Nannyberry,Y,Y,N,45.4609071,-73.6463021,17.3
P,P5,AC,ACFR,ACFRAB,Acer Freemannii 'Autumn Blaze',Freeman Maple 'Autumn Blaze',Y,Y,N,45.462579,-73.646441,17.4
P,P5,QU,QUMA,QUMA,Quercus Macrocarpa,Bur Oak,Y,Y,N,45.460332,-73.645944,17.7
P,P5,QU,QUMA,QUMA,Quercus Macrocarpa,Bur Oak,Y,Y,N,45.460381,-73.646068,18.2
P,P5,AM,AMCA,AMCA,Amelanchier canadensis,Downy Serviceberry,Y,Y,N,45.4607797,-73.6460687,18.2
P,P5,MA,MARO,MARO,Malus 'Robusta',Crab Apple,N,N,N,45.460961,-73.6464355,18.2
P,P5,VI,VILE,VILE,Viburnum Lentago,Nannyberry,Y,Y,N,45.4608627,-73.6462494,18.4
P,P5,CE,CEOC,CEOC,Celtis Occidentalis,Common Hackberry,Y,Y,N,45.4609768,-73.6446341,18.4
P,P5,MA,MABA,MABA,Malus Baccata,Crab Apple,N,N,N,45.4606,-73.646262,18.6
P,P5,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.460062,-73.645124,18.7
P,P5,PI,PIAB,PIAB,Picea Abies,Norway Spruce,N,N,N,45.4625615,-73.6461572,18.8
P,P5,AC,ACSA,ACSA,Acer Saccharinum,Silver Maple,Y,Y,N,45.461486,-73.64745,18.9
P,P5,PN,PNSY,PNSY,Pinus Sylvestris,Scots Pine,N,N,N,45.462511,-73.646225,19.3
P,P5,CT,CTSP,CTSP,Catalpa Speciosa,Western Catalpa,N,Y,N,45.461973,-73.64652,19.8
P,P5,QU,QUMA,QUMA,Quercus Macrocarpa,Bur Oak,Y,Y,N,45.460445,-73.645855,19.9
P,P5,MA,MASY,MASY,Malus sylvestris,Crab Apple,N,N,N,45.462777,-73.646401,19.9
P,P5,TI,TICO,TICO,Tilia Cordata,Littleleaf European Linden,N,N,N,45.461229,-73.644453,20.1
P,P5,QU,QUMA,QUMA,Quercus Macrocarpa,Bur Oak,Y,Y,N,45.460384,-73.645904,20.4
P,P5,MA,MABA,MABARH,Malus Baccata 'Rosthern',Crab Apple,N,N,N,45.460527,-73.645977,20.5
P,P5,CE,CEOC,CEOC,Celtis Occidentalis,Common Hackberry,Y,Y,N,45.460988,-73.6445888,20.6
P,P5,FR,FRPE,FRPE,Fraxinus Pennsylvanica,Red Ash,Y,Y,N,45.461146,-73.647854,20.8
P,P5,GL,GLTR,GLTRSK,Gleditsia Triacanthos 'Skyline',Skyline Honey-Locust,N,Y,N,45.462209,-73.644406,21.2
P,P5,VI,VILE,VILE,Viburnum Lentago,Nannyberry,Y,Y,N,45.4608328,-73.6461344,21.3
P,P5,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.4607141,-73.6464737,21.4
P,P5,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.460338,-73.644281,21.5
P,P5,AC,ACFR,ACFR,Acer Freemannii,Freeman Maple,Y,Y,N,45.461882,-73.645904,21.5
P,P5,MA,MABA,MABA,Malus Baccata,Crab Apple,N,N,N,45.460567,-73.645993,21.8
P,P5,AC,ACFR,ACFR,Acer Freemannii,Freeman Maple,Y,Y,N,45.461864,-73.645776,21.8
P,P5,FR,FRPE,FRPE,Fraxinus Pennsylvanica,Red Ash,Y,Y,N,45.461087,-73.64763,21.9
P,P5,GL,GLTR,GLTRSK,Gleditsia Triacanthos 'Skyline',Skyline Honey-Locust,N,Y,N,45.461946,-73.644599,21.9
P,P5,GL,GLTR,GLTRSK,Gleditsia Triacanthos 'Skyline',Skyline Honey-Locust,N,Y,N,45.462255,-73.646622,22.2
P,P5,LO,LOXY,LOXY,Lonicera xylosteum,European Fly Honeysuckle,N,N,N,45.4607489,-73.6460385,22.3
P,P5,GL,GLTR,GLTRSK,Gleditsia Triacanthos 'Skyline',Skyline Honey-Locust,N,Y,N,45.462303,-73.646711,22.3
P,P5,FR,FRAM,FRAM,Fraxinus Americana,White Ash,Y,Y,N,45.461279,-73.644417,22.4
P,P5,AM,AMCA,AMCA,Amelanchier canadensis,Downy Serviceberry,Y,Y,N,45.460639,-73.646574,22.9
P,P5,MA,MAPA,MAXXPA,Malus 'Prairiefire',Prairiefire Crab Apple,N,N,N,45.4606501,-73.6463872,22.9
P,P5,AC,ACFR,ACFR,Acer Freemannii,Freeman Maple,Y,Y,N,45.461988,-73.646348,22.9
P,P5,FR,FRAM,FRAM,Fraxinus Americana,White Ash,Y,Y,N,45.461315,-73.644386,23
P,P5,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.4605965,-73.6464362,23.2
P,P5,PI,PIPU,PIPUGL,Picea pungens 'Glauca',Glauca Blue Spruce,N,N,N,45.461137,-73.64685,23.3
P,P5,UL,ULFR,ULXXFR,Ulmus x 'Frontier',Ulmus x 'Frontier',N,N,N,45.46244,-73.645023,23.3
P,P5,PN,PNNI,PNNIAU,Pinus Nigra 'Austriaca',Austrian Pine,N,N,N,45.462759,-73.646589,23.3
P,P5,MA,MAJE,MAXXJE,Malus Baccata 'Jefspire',Purple Spire Crabapple,N,N,N,45.463063,-73.646342,23.3
P,P5,BB,BBVU,BBVU,Berberis Vulgaris,Common Barberry,N,N,Y,45.4611019,-73.6473354,23.4
P,P5,MA,MABA,MABA,Malus Baccata,Crab Apple,N,N,N,45.461744,-73.647222,23.5
P,P5,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.4607367,-73.6461398,23.6
P,P5,FR,FRAM,FRAM,Fraxinus Americana,White Ash,Y,Y,N,45.461181,-73.644497,23.6
P,P5,MA,MARY,MAXXRO,Malus 'Royalty',Royalty Crab Apple,N,N,N,45.462193,-73.647038,23.8
P,P5,UL,ULFR,ULXXFR,Ulmus x 'Frontier',Ulmus x 'Frontier',N,N,N,45.462413,-73.64508,23.9
P,P5,GL,GLTR,GLTRSK,Gleditsia Triacanthos 'Skyline',Skyline Honey-Locust,N,Y,N,45.462332,-73.646594,24.1
P,P5,FR,FRAM,FRAM,Fraxinus Americana,White Ash,Y,Y,N,45.460987,-73.647536,24.2
P,P5,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.460026,-73.645186,24.4
P,P5,AC,ACFR,ACFR,Acer Freemannii,Freeman Maple,Y,Y,N,45.461951,-73.646251,24.4
P,P5,MA,MABA,MABARH,Malus Baccata 'Rosthern',Crab Apple,N,N,N,45.460533,-73.646034,24.5
P,P5,CD,CDJA,CDJA,Cercidiphyllum Japonicum,Katsura Tree,N,N,N,45.4608479,-73.6463463,24.6
P,P5,MA,MABA,MABA,Malus Baccata,Crab Apple,N,N,N,45.461931,-73.647269,24.6
P,P5,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.460517,-73.644205,24.7
P,P5,UL,ULMO,ULXXMO,Ulmus x 'Morton' (Accolade TM),Morton (Accolade TM) Elm,N,N,N,45.462552,-73.644985,25.2
P,P5,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.460092,-73.644544,25.3
P,P5,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.460624,-73.644513,25.3
P,P5,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.460415,-73.644218,25.6
P,P5,LA,LALA,LALA,Larix Laricina,Tamarack,Y,Y,N,45.46124,-73.647582,25.6
P,P5,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.460094,-73.645384,25.9
P,P5,FR,FRPE,FRPE,Fraxinus Pennsylvanica,Red Ash,Y,Y,N,45.461832,-73.647205,25.9
P,P5,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.460176,-73.645583,26
P,P5,GY,GYDI,GYDI,Gymnocladus Dioicus,Kentucky Coffee Tree,N,Y,N,45.461374,-73.647639,26
P,P5,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.460001,-73.644613,26.1
P,P5,CD,CDJA,CDJA,Cercidiphyllum Japonicum,Katsura Tree,N,N,N,45.4608533,-73.6464543,26.1
P,P5,BB,BBVU,BBVU,Berberis Vulgaris,Common Barberry,N,N,Y,45.4610917,-73.6473297,26.1
P,P5,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.459901,-73.64487,26.2
P,P5,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.4605859,-73.6464402,26.3
P,P5,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.460238,-73.645563,26.7
P,P5,UL,ULMO,ULXXMO,Ulmus x 'Morton' (Accolade TM),Morton (Accolade TM) Elm,N,N,N,45.462511,-73.644963,26.7
P,P5,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.460105,-73.644465,26.8
P,P5,VI,VILE,VILE,Viburnum Lentago,Nannyberry,Y,Y,N,45.4609107,-73.6463232,27.2
P,P5,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.460397,-73.644302,27.4
P,P5,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.4606543,-73.6466598,27.8
P,P5,AC,ACFR,ACFR,Acer Freemannii,Freeman Maple,Y,Y,N,45.462032,-73.646607,28
P,P5,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.46016,-73.64538,28.6
P,P5,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.460024,-73.644526,29
P,P5,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.46014,-73.645302,29
P,P5,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.460587,-73.644414,29
P,P5,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.460648,-73.64444,29
P,P5,MA,MASY,MASY,Malus Sylvestris,European Crabapple,N,N,N,45.462759,-73.646364,29
P,P5,MA,MASY,MASY,Malus Sylvestris,European Crabapple,N,N,N,45.46276,-73.646389,29.2
P,P5,PI,PIAB,PIAB,Picea Abies,Norway Spruce,N,N,N,45.463072,-73.646227,29.4
P,P5,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.460242,-73.644428,29.6
P,P5,PY,PYCA,PYCACH,Pyrus Calleryana 'Glen's Form',Pyrus calleryana Chantecleer,N,N,Y,45.460779,-73.646908,29.6
P,P5,FR,FRPE,FRPE,Fraxinus Pennsylvanica,Red Ash,Y,Y,N,45.462406,-73.644364,29.7
P,P5,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.460157,-73.644492,29.8
P,P5,PR,PRNI,PRNI,Prunus Nigra,Canada Plum,Y,Y,N,45.461813,-73.644341,29.9
P,P5,LA,LALA,LALA,Larix Laricina,Tamarack,Y,Y,N,45.461221,-73.647763,30
P,P5,LA,LALA,LALA,Larix Laricina,Tamarack,Y,Y,N,45.461855,-73.64732,30.1
P,P5,FR,FRAM,FRAM,Fraxinus Americana,White Ash,Y,Y,N,45.460893,-73.647439,30.2
P,P5,PI,PIAB,PIAB,Picea Abies,Norway Spruce,N,N,N,45.461003,-73.646727,30.3
P,P5,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.460312,-73.64437,30.7
P,P5,PI,PIAB,PIAB,Picea Abies,Norway Spruce,N,N,N,45.461054,-73.646833,30.7
P,P5,PI,PIAB,PIAB,Picea Abies,Norway Spruce,N,N,N,45.463011,-73.646125,30.9
P,P5,FR,FRPE,FRPE,Fraxinus Pennsylvanica,Red Ash,Y,Y,N,45.463064,-73.646043,31.1
P,P5,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.460186,-73.644403,31.5
P,P5,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.459874,-73.644768,31.8
P,P5,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.459937,-73.644962,31.9
P,P5,GY,GYDI,GYDI,Gymnocladus Dioicus,Kentucky Coffee Tree,N,Y,N,45.461084,-73.647525,32
P,P5,PN,PNNI,PNNIAU,Pinus Nigra 'Austriaca',Austrian Pine,N,N,N,45.461439,-73.647538,32.2
P,P5,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.460259,-73.64434,32.3
P,P5,PI,PIPU,PIPUGL,Picea pungens 'Glauca',Glauca Blue Spruce,N,N,N,45.461103,-73.646789,32.3
P,P5,PI,PIAB,PIAB,Picea Abies,Norway Spruce,N,N,N,45.463009,-73.64618,32.3
P,P5,PI,PIAB,PIAB,Picea Abies,Norway Spruce,N,N,N,45.463054,-73.646166,32.3
P,P5,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.460206,-73.645472,32.4
P,P5,FR,FRPE,FRPE,Fraxinus Pennsylvanica,Red Ash,Y,Y,N,45.462747,-73.645235,32.4
P,P5,AC,ACSC,ACSC,Acer Saccharum,Sugar Maple,Y,Y,N,45.462074,-73.644976,32.5
P,P5,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.460303,-73.645766,32.7
P,P5,LA,LALA,LALA,Larix Laricina,Tamarack,Y,Y,N,45.461278,-73.647678,32.9
P,P5,AC,ACFR,ACFR,Acer Freemannii,Freeman Maple,Y,Y,N,45.461844,-73.645654,32.9
P,P5,FR,FRPE,FRPE,Fraxinus Pennsylvanica,Red Ash,Y,Y,N,45.462499,-73.644601,32.9
P,P5,PN,PNNI,PNNIAU,Pinus Nigra 'Austriaca',Austrian Pine,N,N,N,45.462549,-73.646544,32.9
P,P5,PN,PNNI,PNNIAU,Pinus Nigra 'Austriaca',Austrian Pine,N,N,N,45.462779,-73.646309,32.9
P,P5,PI,PIPU,PIPUGL,Picea pungens 'Glauca',Glauca Blue Spruce,N,N,N,45.461053,-73.646752,33
P,P5,TI,TIAM,TIAM,Tilia Americana,American Basswood,Y,Y,N,45.462432,-73.646679,
P,P5,FR,FRPE,FRPE,Fraxinus Pennsylvanica,Red Ash,Y,Y,N,45.4611197,-73.6474437,33.3
P,P5,VI,VILE,VILE,Viburnum Lentago,Nannyberry,Y,Y,N,45.4607978,-73.6460496,33.4
P,P5,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.46021,-73.645668,33.5
P,P5,PI,PIPU,PIPUGL,Picea pungens 'Glauca',Glauca Blue Spruce,N,N,N,45.461119,-73.646915,33.5
P,P5,AC,ACSC,ACSC,Acer Saccharum,Sugar Maple,Y,Y,N,45.461867,-73.645109,33.5
P,P5,FR,FRPE,FRPE,Fraxinus Pennsylvanica,Red Ash,Y,Y,N,45.462923,-73.645691,33.6
P,P5,FR,FRPE,FRPE,Fraxinus Pennsylvanica,Red Ash,Y,Y,N,45.462971,-73.64581,33.7
P,P5,FR,FRPE,FRPE,Fraxinus Pennsylvanica,Red Ash,Y,Y,N,45.463112,-73.646168,33.8
P,P5,AC,ACSC,ACSC,Acer Saccharum,Sugar Maple,Y,Y,N,45.462311,-73.645139,33.9
P,P5,PN,PNNI,PNNIAU,Pinus Nigra 'Austriaca',Austrian Pine,N,N,N,45.462921,-73.646353,33.9
P,P5,FR,FRPE,FRPE,Fraxinus Pennsylvanica,Red Ash,Y,Y,N,45.462881,-73.645579,34
P,P5,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.460243,-73.645757,34.1
P,P5,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.4605488,-73.6462887,34.1
P,P5,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.4607635,-73.6461562,34.1
P,P5,FR,FRPE,FRPE,Fraxinus Pennsylvanica,Red Ash,Y,Y,N,45.462791,-73.64535,34.2
P,P5,FR,FRPE,FRPE,Fraxinus Pennsylvanica,Red Ash,Y,Y,N,45.462591,-73.644834,34.3
P,P5,PI,PIAB,PIAB,Picea Abies,Norway Spruce,N,N,N,45.461753,-73.647307,34.5
P,P5,FR,FRPE,FRPE,Fraxinus Pennsylvanica,Red Ash,Y,Y,N,45.462657,-73.644999,34.7
P,P5,LA,LALA,LALA,Larix Laricina,Tamarack,Y,Y,N,45.460969,-73.646653,35.1
P,P5,TI,TICO,TICO,Tilia Cordata,Littleleaf European Linden,N,N,N,45.461165,-73.647244,35.3
P,P5,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.459947,-73.644589,35.4
P,P5,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.4608291,-73.6462803,35.7
P,P5,PN,PNNI,PNNIAU,Pinus Nigra 'Austriaca',Austrian Pine,N,N,N,45.462743,-73.646539,35.8
P,P5,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.459939,-73.64479,35.9
P,P5,VI,VILE,VILE,Viburnum Lentago,Nannyberry,Y,Y,N,45.4609191,-73.646345,36.2
P,P5,FR,FRPE,FRPE,Fraxinus Pennsylvanica,Red Ash,Y,Y,N,45.462149,-73.646427,36.2
P,P5,FR,FRPE,FRPE,Fraxinus Pennsylvanica,Red Ash,Y,Y,N,45.4627,-73.645121,37.3
P,P5,FR,FRPE,FRPE,Fraxinus Pennsylvanica,Red Ash,Y,Y,N,45.462838,-73.645478,38.5
P,P5,FR,FRPE,FRPE,Fraxinus Pennsylvanica,Red Ash,Y,Y,N,45.461878,-73.647178,38.7
P,P5,PI,PIAB,PIAB,Picea Abies,Norway Spruce,N,N,N,45.462379,-73.64681,39.2
P,P5,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.4607237,-73.6461633,39.6
P,P5,PN,PNNI,PNNIAU,Pinus Nigra 'Austriaca',Austrian Pine,N,N,N,45.46142,-73.647502,39.6
P,P5,CG,CGPU,CGPU,Crataegus Punctata,Dotted Hawthorn,Y,Y,N,45.4628406,-73.6464798,39.9
P,P5,BB,BBVU,BBVU,Berberis Vulgaris,Common Barberry,N,N,Y,45.4610612,-73.647273,40.1
P,P5,TI,TIAM,TIAM,Tilia Americana,American Basswood,Y,Y,N,45.462974,-73.646385,40.3
P,P5,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.460758,-73.646415,40.6
P,P5,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.462015,-73.645407,40.6
P,P5,TI,TICO,TICO,Tilia Cordata,Littleleaf European Linden,N,N,N,45.460498,-73.646234,40.8
P,P5,AC,ACSC,ACSC,Acer Saccharum,Sugar Maple,Y,Y,N,45.462184,-73.645098,41
P,P5,AC,ACSC,ACSC,Acer Saccharum,Sugar Maple,Y,Y,N,45.462173,-73.645182,41.3
P,P5,VI,VILE,VILE,Viburnum Lentago,Nannyberry,Y,Y,N,45.4608032,-73.6462964,41.6
P,P5,PI,PIAB,PIAB,Picea Abies,Norway Spruce,N,N,N,45.461737,-73.647393,41.6
P,P5,PI,PIAB,PIAB,Picea Abies,Norway Spruce,N,N,N,45.4618,-73.647284,41.7
P,P5,PI,PIAB,PIAB,Picea Abies,Norway Spruce,N,N,N,45.461076,-73.646688,42
P,P5,AC,ACSC,ACSC,Acer Saccharum,Sugar Maple,Y,Y,N,45.462409,-73.646503,42
P,P5,CE,CEOC,CEOC,Celtis Occidentalis,Common Hackberry,Y,Y,N,45.462068,-73.645087,42.1
P,P5,AC,ACSC,ACSC,Acer Saccharum,Sugar Maple,Y,Y,N,45.461997,-73.644979,42.3
P,P5,LA,LALA,LALA,Larix Laricina,Tamarack,Y,Y,N,45.461986,-73.647149,42.4
P,P5,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.461821,-73.645409,42.8
P,P5,AC,ACSC,ACSC,Acer Saccharum,Sugar Maple,Y,Y,N,45.462022,-73.644905,42.9
P,P5,BB,BBVU,BBVU,Berberis Vulgaris,Common Barberry,N,N,Y,45.4611195,-73.6473532,43.2
P,P5,FR,FRPE,FRPE,Fraxinus Pennsylvanica,Red Ash,Y,Y,N,45.46191,-73.647308,43.2
P,P5,PR,PRPA,PRPA,Prunus Padus,Bird Cherry,N,N,N,45.461172,-73.646986,43.6
P,P5,AC,ACSC,ACSC,Acer Saccharum,Sugar Maple,Y,Y,N,45.461815,-73.645153,43.9
P,P5,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.460747,-73.646041,44.4
P,P5,AC,ACSC,ACSC,Acer Saccharum,Sugar Maple,Y,Y,N,45.46081,-73.646178,44.6
P,P5,PI,PIAB,PIAB,Picea Abies,Norway Spruce,N,N,N,45.462499,-73.646712,45
P,P5,TI,TICO,TICO,Tilia Cordata,Littleleaf European Linden,N,N,N,45.460783,-73.646502,45.1
P,P5,VI,VILE,VILE,Viburnum Lentago,Nannyberry,Y,Y,N,45.460929,-73.6463675,45.2
P,P5,VI,VILE,VILE,Viburnum Lentago,Nannyberry,Y,Y,N,45.4609382,-73.6464087,46.7
P,P5,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.46061,-73.644325,46.8
P,P5,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.4607602,-73.6466018,46.8
P,P5,AC,ACSC,ACSC,Acer Saccharum,Sugar Maple,Y,Y,N,45.462116,-73.645156,46.8
P,P5,PN,PNNI,PNNIAU,Pinus Nigra 'Austriaca',Austrian Pine,N,N,N,45.462778,-73.646539,47.5
P,P5,AC,ACSC,ACSC,Acer Saccharum,Sugar Maple,Y,Y,N,45.46086,-73.644656,47.7
P,P5,PY,PYCO,PYCO,Pyrus Domestica,Common Pear,N,N,N,45.462124,-73.646765,50.1
P,P5,AC,ACSC,ACSC,Acer Saccharum,Sugar Maple,Y,Y,N,45.460679,-73.644624,50.7
P,P5,CG,CGMN,CGMN,Crataegus Monogyna,Common Hawthorn,N,N,N,45.462846,-73.646325,51
P,P5,AC,ACSC,ACSC,Acer Saccharum,Sugar Maple,Y,Y,N,45.460667,-73.645874,51.2
P,P5,BB,BBVU,BBVU,Berberis Vulgaris,Common Barberry,N,N,Y,45.461072,-73.6472714,51.5
P,P5,TI,TICO,TICO,Tilia Cordata,Littleleaf European Linden,N,N,N,45.460405,-73.64621,51.8
P,P5,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.461023,-73.64737,52.2
P,P5,LO,LOXY,LOXY,Lonicera xylosteum,European Fly Honeysuckle,N,N,N,45.4607494,-73.6460955,52.3
P,P5,CE,CEOC,CEOC,Celtis Occidentalis,Common Hackberry,Y,Y,N,45.462016,-73.645084,52.6
P,P5,QU,QUMA,QUMA,Quercus Macrocarpa,Bur Oak,Y,Y,N,45.461959,-73.646946,52.9
P,P5,CG,CGPU,CGPU,Crataegus Punctata,Dotted Hawthorn,Y,Y,N,45.462876,-73.64643,53.1
P,P5,TI,TICO,TICO,Tilia Cordata,Littleleaf European Linden,N,N,N,45.460722,-73.646329,53.2
P,P5,AC,ACSC,ACSC,Acer Saccharum,Sugar Maple,Y,Y,N,45.460626,-73.645799,53.4
P,P5,UL,ULAM,ULAM,Ulmus Americana,American Elm,Y,Y,N,45.460582,-73.646069,53.8
P,P5,AC,ACSC,ACSC,Acer Saccharum,Sugar Maple,Y,Y,N,45.460543,-73.64578,56.3
P,P5,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.461793,-73.645342,57.6
P,P5,TI,TICO,TICO,Tilia Cordata,Littleleaf European Linden,N,N,N,45.460482,-73.646156,57.9
